date,facility_id,medication_id,category,regime,demand_units,stock_on_hand,closing_stock,units_received,lead_time_days,procurement_cycle_days,supplier_stockout,expiry_date,seasonal_mult,dow,month,year,unmet_demand_today,stockout_flag,unmet_demand
2023-10-07,F001,M007,Antibiotic,disruption,30,0,0,0,59,75,0,2024-06-16,1.2,5,10,2023,30,1,30
2023-10-08,F001,M007,Antibiotic,disruption,15,0,0,0,77,68,0,2025-01-28,1.2,6,10,2023,15,1,15
2023-10-09,F001,M007,Antibiotic,stable,51,0,0,0,9,66,0,2025-08-27,1.2,0,10,2023,51,1,51
2023-10-10,F001,M007,Antibiotic,stable,52,0,0,0,22,75,0,2024-10-05,1.2,1,10,2023,52,1,52
2023-10-11,F001,M007,Antibiotic,stable,50,0,0,0,26,77,0,2025-09-02,1.2,2,10,2023,50,1,50
2023-10-12,F001,M007,Antibiotic,stable,60,0,0,0,26,77,0,2023-11-26,1.2,3,10,2023,60,1,60
2023-10-13,F001,M007,Antibiotic,stable,57,0,0,0,12,82,0,2024-08-02,1.2,4,10,2023,57,1,57
2023-10-14,F001,M007,Antibiotic,stable,42,0,0,0,17,71,0,2025-08-05,1.2,5,10,2023,42,1,42
2023-10-15,F001,M007,Antibiotic,stable,36,0,0,0,19,85,0,2023-12-16,1.2,6,10,2023,36,1,36
2023-10-16,F001,M007,Antibiotic,stable,78,0,0,0,14,80,0,2025-09-05,1.2,0,10,2023,78,1,78
2023-10-17,F001,M007,Antibiotic,stable,71,0,0,0,25,76,0,2023-11-26,1.2,1,10,2023,71,1,71
2023-10-18,F001,M007,Antibiotic,stable,61,0,0,0,23,62,0,2025-10-13,1.2,2,10,2023,61,1,61
2023-10-19,F001,M007,Antibiotic,stable,70,0,0,0,19,64,0,2025-05-29,1.2,3,10,2023,70,1,70
2023-10-20,F001,M007,Antibiotic,stable,74,0,0,0,13,70,0,2024-06-10,1.2,4,10,2023,74,1,74
2023-10-21,F001,M007,Antibiotic,stable,35,0,0,0,14,71,0,2025-01-29,1.2,5,10,2023,35,1,35
2023-10-22,F001,M007,Antibiotic,stable,16,0,0,0,13,80,0,2025-02-07,1.2,6,10,2023,16,1,16
2023-10-23,F001,M007,Antibiotic,stable,67,0,0,0,14,67,0,2025-08-19,1.2,0,10,2023,67,1,67
2023-10-24,F001,M007,Antibiotic,stable,64,0,0,0,13,74,0,2024-02-22,1.2,1,10,2023,64,1,64
2023-10-25,F001,M007,Antibiotic,stable,51,0,0,0,13,85,0,2024-02-05,1.2,2,10,2023,51,1,51
2023-10-26,F001,M007,Antibiotic,stable,52,0,0,0,14,69,0,2024-02-28,1.2,3,10,2023,52,1,52
2023-10-27,F001,M007,Antibiotic,stable,69,0,0,0,20,68,0,2025-10-13,1.2,4,10,2023,69,1,69
2023-10-28,F001,M007,Antibiotic,stable,24,0,0,0,13,61,0,2024-12-16,1.2,5,10,2023,24,1,24
2023-10-29,F001,M007,Antibiotic,stable,16,0,0,0,15,74,0,2025-04-10,1.2,6,10,2023,16,1,16
2023-10-30,F001,M007,Antibiotic,disruption,57,0,0,0,79,70,0,2025-07-03,1.2,0,10,2023,57,1,57
2023-10-31,F001,M007,Antibiotic,disruption,56,0,0,0,50,63,0,2025-05-15,1.2,1,10,2023,56,1,56
2023-11-01,F001,M007,Antibiotic,disruption,67,0,0,0,41,79,0,2025-06-26,1.3,2,11,2023,67,1,67
2023-11-02,F001,M007,Antibiotic,disruption,66,0,0,0,90,71,0,2024-07-12,1.3,3,11,2023,66,1,66
2023-11-03,F001,M007,Antibiotic,disruption,56,0,0,0,66,67,0,2025-08-28,1.3,4,11,2023,56,1,56
2023-11-04,F001,M007,Antibiotic,disruption,27,0,0,0,60,77,0,2025-08-08,1.3,5,11,2023,27,1,27
2023-11-05,F001,M007,Antibiotic,disruption,19,0,0,0,46,74,1,2025-01-16,1.3,6,11,2023,19,1,19
2023-11-06,F001,M007,Antibiotic,disruption,66,0,0,0,61,77,1,2025-04-16,1.3,0,11,2023,66,1,66
2023-11-07,F001,M007,Antibiotic,disruption,88,0,0,0,33,76,1,2024-10-29,1.3,1,11,2023,88,1,88
2023-11-08,F001,M007,Antibiotic,disruption,78,0,0,0,65,70,1,2025-03-02,1.3,2,11,2023,78,1,78
2023-11-09,F001,M007,Antibiotic,disruption,62,0,0,0,62,76,0,2025-05-21,1.3,3,11,2023,62,1,62
2023-11-10,F001,M007,Antibiotic,disruption,78,0,0,0,90,86,1,2024-07-16,1.3,4,11,2023,78,1,78
2023-11-11,F001,M007,Antibiotic,disruption,42,0,0,0,31,72,0,2025-08-17,1.3,5,11,2023,42,1,42
2023-11-12,F001,M007,Antibiotic,disruption,20,0,0,0,44,75,0,2025-07-21,1.3,6,11,2023,20,1,20
2023-11-13,F001,M007,Antibiotic,disruption,71,0,0,0,49,77,1,2024-07-30,1.3,0,11,2023,71,1,71
2023-11-14,F001,M007,Antibiotic,stable,77,0,0,0,15,70,0,2024-05-13,1.3,1,11,2023,77,1,77
2023-11-15,F001,M007,Antibiotic,stable,59,0,0,0,15,74,0,2024-11-25,1.3,2,11,2023,59,1,59
2023-11-16,F001,M007,Antibiotic,stable,71,0,0,0,16,71,0,2024-10-17,1.3,3,11,2023,71,1,71
2023-11-17,F001,M007,Antibiotic,stable,69,0,0,0,22,75,0,2024-11-03,1.3,4,11,2023,69,1,69
2023-11-18,F001,M007,Antibiotic,stable,42,0,0,0,25,81,0,2024-07-27,1.3,5,11,2023,42,1,42
2023-11-19,F001,M007,Antibiotic,stable,27,0,0,0,14,69,0,2024-11-17,1.3,6,11,2023,27,1,27
2023-11-20,F001,M007,Antibiotic,stable,74,0,0,0,9,75,0,2025-03-13,1.3,0,11,2023,74,1,74
2023-11-21,F001,M007,Antibiotic,stable,65,0,0,0,22,78,0,2025-02-06,1.3,1,11,2023,65,1,65
2023-11-22,F001,M007,Antibiotic,stable,66,0,0,0,24,89,0,2025-04-12,1.3,2,11,2023,66,1,66
2023-11-23,F001,M007,Antibiotic,stable,65,0,0,0,19,84,0,2025-08-29,1.3,3,11,2023,65,1,65
2023-11-24,F001,M007,Antibiotic,stable,65,0,0,0,18,75,0,2025-01-29,1.3,4,11,2023,65,1,65
2023-11-25,F001,M007,Antibiotic,stable,33,0,0,0,25,78,0,2024-11-14,1.3,5,11,2023,33,1,33
2023-11-26,F001,M007,Antibiotic,stable,21,0,0,0,11,75,0,2024-01-14,1.3,6,11,2023,21,1,21
2023-11-27,F001,M007,Antibiotic,stable,73,0,0,0,21,84,0,2024-12-23,1.3,0,11,2023,73,1,73
2023-11-28,F001,M007,Antibiotic,stable,67,0,0,0,8,77,0,2024-07-29,1.3,1,11,2023,67,1,67
2023-11-29,F001,M007,Antibiotic,stable,76,0,0,0,13,78,0,2024-12-26,1.3,2,11,2023,76,1,76
2023-11-30,F001,M007,Antibiotic,stable,54,0,0,0,18,76,0,2025-05-20,1.3,3,11,2023,54,1,54
2023-12-01,F001,M007,Antibiotic,stable,60,0,0,0,10,66,0,2024-05-30,1.25,4,12,2023,60,1,60
2023-12-02,F001,M007,Antibiotic,stable,28,0,0,0,23,75,0,2024-07-20,1.25,5,12,2023,28,1,28
2023-12-03,F001,M007,Antibiotic,stable,22,0,0,0,20,79,0,2025-01-17,1.25,6,12,2023,22,1,22
2023-12-04,F001,M007,Antibiotic,stable,57,0,0,0,10,73,0,2024-06-27,1.25,0,12,2023,57,1,57
2023-12-05,F001,M007,Antibiotic,stable,51,0,0,0,16,64,0,2025-09-25,1.25,1,12,2023,51,1,51
2023-12-06,F001,M007,Antibiotic,stable,46,0,0,0,15,63,0,2025-08-08,1.25,2,12,2023,46,1,46
2023-12-07,F001,M007,Antibiotic,stable,62,0,0,0,23,77,0,2024-10-06,1.25,3,12,2023,62,1,62
2023-12-08,F001,M007,Antibiotic,stable,66,0,0,0,15,78,0,2025-04-30,1.25,4,12,2023,66,1,66
2023-12-09,F001,M007,Antibiotic,stable,40,0,2547,2587,17,69,0,2025-08-03,1.25,5,12,2023,0,0,0
2023-12-10,F001,M007,Antibiotic,stable,28,2547,2519,0,11,77,0,2024-08-08,1.25,6,12,2023,0,0,0
2023-12-11,F001,M007,Antibiotic,stable,66,2519,2453,0,15,73,0,2024-12-09,1.25,0,12,2023,0,0,0
2023-12-12,F001,M007,Antibiotic,surge,100,2453,2353,0,11,79,0,2025-07-23,1.25,1,12,2023,0,0,0
2023-12-13,F001,M007,Antibiotic,surge,115,2353,2238,0,15,70,0,2025-07-17,1.25,2,12,2023,0,0,0
2023-12-14,F001,M007,Antibiotic,surge,102,2238,2136,0,11,73,0,2024-03-01,1.25,3,12,2023,0,0,0
2023-12-15,F001,M007,Antibiotic,surge,96,2136,2040,0,16,72,0,2024-03-13,1.25,4,12,2023,0,0,0
2023-12-16,F001,M007,Antibiotic,surge,74,2040,1966,0,16,74,0,2025-07-17,1.25,5,12,2023,0,0,0
2023-12-17,F001,M007,Antibiotic,surge,31,1966,1935,0,30,71,0,2025-02-02,1.25,6,12,2023,0,0,0
2023-12-18,F001,M007,Antibiotic,surge,118,1935,1817,0,19,78,0,2025-06-07,1.25,0,12,2023,0,0,0
2023-12-19,F001,M007,Antibiotic,surge,120,1817,1697,0,12,77,0,2025-08-27,1.25,1,12,2023,0,0,0
2023-12-20,F001,M007,Antibiotic,surge,115,1697,1582,0,14,74,0,2024-05-24,1.25,2,12,2023,0,0,0
2023-12-21,F001,M007,Antibiotic,surge,101,1582,1481,0,15,86,0,2024-05-27,1.25,3,12,2023,0,0,0
2023-12-22,F001,M007,Antibiotic,surge,125,1481,1356,0,27,76,0,2024-06-06,1.25,4,12,2023,0,0,0
2023-12-23,F001,M007,Antibiotic,surge,64,1356,1292,0,18,79,0,2024-04-16,1.25,5,12,2023,0,0,0
2023-12-24,F001,M007,Antibiotic,stable,17,1292,1275,0,14,80,0,2024-07-10,1.25,6,12,2023,0,0,0
2023-12-25,F001,M007,Antibiotic,stable,77,1275,1198,0,17,67,0,2025-12-20,1.25,0,12,2023,0,0,0
2023-12-26,F001,M007,Antibiotic,stable,68,1198,1130,0,9,72,0,2025-04-18,1.25,1,12,2023,0,0,0
2023-12-27,F001,M007,Antibiotic,stable,75,1130,1055,0,13,71,0,2024-05-06,1.25,2,12,2023,0,0,0
2023-12-28,F001,M007,Antibiotic,stable,60,1055,995,0,15,82,0,2024-03-19,1.25,3,12,2023,0,0,0
2023-12-29,F001,M007,Antibiotic,stable,70,995,925,0,10,71,0,2025-05-06,1.25,4,12,2023,0,0,0
2023-12-30,F001,M007,Antibiotic,stable,40,925,885,0,17,80,0,2025-09-29,1.25,5,12,2023,0,0,0
2023-12-31,F001,M007,Antibiotic,stable,22,885,863,0,16,74,0,2025-08-20,1.25,6,12,2023,0,0,0
2022-01-01,F001,M008,MCH,stable,4,210,206,0,21,77,0,2022-11-30,0.95,5,1,2022,0,0,0
2022-01-02,F001,M008,MCH,stable,3,206,203,0,16,74,0,2022-12-29,0.95,6,1,2022,0,0,0
2022-01-03,F001,M008,MCH,stable,8,203,195,0,10,72,0,2022-06-17,0.95,0,1,2022,0,0,0
2022-01-04,F001,M008,MCH,stable,11,195,184,0,13,74,0,2022-12-22,0.95,1,1,2022,0,0,0
2022-01-05,F001,M008,MCH,stable,11,184,173,0,11,79,0,2022-11-07,0.95,2,1,2022,0,0,0
2022-01-06,F001,M008,MCH,surge,19,173,154,0,13,76,0,2022-10-13,0.95,3,1,2022,0,0,0
2022-01-07,F001,M008,MCH,surge,18,154,136,0,18,79,0,2022-09-13,0.95,4,1,2022,0,0,0
2022-01-08,F001,M008,MCH,surge,11,136,125,0,11,76,0,2023-01-06,0.95,5,1,2022,0,0,0
2022-01-09,F001,M008,MCH,surge,2,125,123,0,12,73,0,2022-10-29,0.95,6,1,2022,0,0,0
2022-01-10,F001,M008,MCH,surge,13,123,110,0,19,74,0,2022-04-03,0.95,0,1,2022,0,0,0
2022-01-11,F001,M008,MCH,surge,21,110,89,0,23,69,0,2022-07-29,0.95,1,1,2022,0,0,0
2022-01-12,F001,M008,MCH,surge,15,89,74,0,12,81,0,2022-05-18,0.95,2,1,2022,0,0,0
2022-01-13,F001,M008,MCH,surge,18,74,56,0,16,72,0,2022-02-12,0.95,3,1,2022,0,0,0
2022-01-14,F001,M008,MCH,surge,19,56,37,0,21,74,1,2022-12-02,0.95,4,1,2022,0,0,0
2022-01-15,F001,M008,MCH,surge,10,37,27,0,22,74,0,2022-09-14,0.95,5,1,2022,0,0,0
2022-01-16,F001,M008,MCH,surge,0,27,27,0,12,72,0,2022-12-24,0.95,6,1,2022,0,0,0
2022-01-17,F001,M008,MCH,surge,18,27,9,0,22,66,0,2022-05-12,0.95,0,1,2022,0,0,0
2022-01-18,F001,M008,MCH,stable,11,9,0,0,14,75,0,2022-03-31,0.95,1,1,2022,2,1,2
2022-01-19,F001,M008,MCH,stable,9,0,0,0,9,78,0,2022-10-17,0.95,2,1,2022,9,1,9
2022-01-20,F001,M008,MCH,stable,6,0,0,0,10,61,0,2022-09-15,0.95,3,1,2022,6,1,6
2022-01-21,F001,M008,MCH,stable,10,0,0,0,8,70,0,2022-07-06,0.95,4,1,2022,10,1,10
2022-01-22,F001,M008,MCH,stable,7,0,420,427,14,66,0,2022-04-03,0.95,5,1,2022,0,0,0
2022-01-23,F001,M008,MCH,surge,4,420,416,0,11,76,0,2022-06-06,0.95,6,1,2022,0,0,0
2022-01-24,F001,M008,MCH,surge,15,416,401,0,15,82,0,2022-07-29,0.95,0,1,2022,0,0,0
2022-01-25,F001,M008,MCH,surge,19,401,382,0,11,76,0,2022-05-01,0.95,1,1,2022,0,0,0
2022-01-26,F001,M008,MCH,surge,16,382,366,0,19,73,0,2022-06-01,0.95,2,1,2022,0,0,0
2022-01-27,F001,M008,MCH,surge,15,366,351,0,16,66,0,2022-10-28,0.95,3,1,2022,0,0,0
2022-01-28,F001,M008,MCH,stable,9,351,342,0,28,66,0,2022-05-29,0.95,4,1,2022,0,0,0
2022-01-29,F001,M008,MCH,stable,6,342,336,0,19,67,0,2022-05-21,0.95,5,1,2022,0,0,0
2022-01-30,F001,M008,MCH,stable,3,336,333,0,14,75,0,2022-10-18,0.95,6,1,2022,0,0,0
2022-01-31,F001,M008,MCH,stable,11,333,322,0,16,68,0,2022-03-26,0.95,0,1,2022,0,0,0
2022-02-01,F001,M008,MCH,surge,12,322,310,0,12,78,0,2022-10-28,0.95,1,2,2022,0,0,0
2022-02-02,F001,M008,MCH,surge,22,310,288,0,20,83,0,2022-04-16,0.95,2,2,2022,0,0,0
2022-02-03,F001,M008,MCH,surge,14,288,274,0,14,75,0,2022-08-03,0.95,3,2,2022,0,0,0
2022-02-04,F001,M008,MCH,surge,14,274,260,0,26,70,0,2022-09-06,0.95,4,2,2022,0,0,0
2022-02-05,F001,M008,MCH,surge,10,260,250,0,20,75,1,2022-08-26,0.95,5,2,2022,0,0,0
2022-02-06,F001,M008,MCH,surge,3,250,247,0,16,69,0,2023-01-21,0.95,6,2,2022,0,0,0
2022-02-07,F001,M008,MCH,surge,25,247,222,0,17,71,0,2022-09-12,0.95,0,2,2022,0,0,0
2022-02-08,F001,M008,MCH,surge,13,222,209,0,24,80,0,2022-06-27,0.95,1,2,2022,0,0,0
2022-02-09,F001,M008,MCH,surge,23,209,186,0,11,74,0,2022-08-02,0.95,2,2,2022,0,0,0
2022-02-10,F001,M008,MCH,surge,21,186,165,0,27,65,0,2023-01-17,0.95,3,2,2022,0,0,0
2022-02-11,F001,M008,MCH,surge,18,165,147,0,21,62,0,2022-10-18,0.95,4,2,2022,0,0,0
2022-02-12,F001,M008,MCH,surge,0,147,147,0,16,64,0,2023-02-07,0.95,5,2,2022,0,0,0
2022-02-13,F001,M008,MCH,surge,4,147,143,0,15,80,0,2022-08-21,0.95,6,2,2022,0,0,0
2022-02-14,F001,M008,MCH,surge,14,143,129,0,15,72,0,2022-10-12,0.95,0,2,2022,0,0,0
2022-02-15,F001,M008,MCH,surge,18,129,111,0,29,78,0,2022-05-09,0.95,1,2,2022,0,0,0
2022-02-16,F001,M008,MCH,surge,25,111,86,0,18,63,0,2022-12-23,0.95,2,2,2022,0,0,0
2022-02-17,F001,M008,MCH,surge,16,86,70,0,22,79,0,2023-01-17,0.95,3,2,2022,0,0,0
2022-02-18,F001,M008,MCH,surge,14,70,56,0,16,70,0,2022-12-12,0.95,4,2,2022,0,0,0
2022-02-19,F001,M008,MCH,surge,8,56,48,0,16,76,0,2022-04-09,0.95,5,2,2022,0,0,0
2022-02-20,F001,M008,MCH,surge,3,48,45,0,15,77,0,2023-02-06,0.95,6,2,2022,0,0,0
2022-02-21,F001,M008,MCH,stable,10,45,35,0,16,83,0,2022-05-25,0.95,0,2,2022,0,0,0
2022-02-22,F001,M008,MCH,stable,11,35,24,0,23,74,0,2022-04-04,0.95,1,2,2022,0,0,0
2022-02-23,F001,M008,MCH,stable,7,24,17,0,13,78,0,2022-05-03,0.95,2,2,2022,0,0,0
2022-02-24,F001,M008,MCH,stable,13,17,431,427,17,77,0,2022-10-04,0.95,3,2,2022,0,0,0
2022-02-25,F001,M008,MCH,stable,15,431,416,0,16,85,0,2022-07-31,0.95,4,2,2022,0,0,0
2022-02-26,F001,M008,MCH,stable,3,416,413,0,18,78,0,2023-01-23,0.95,5,2,2022,0,0,0
2022-02-27,F001,M008,MCH,stable,5,413,408,0,11,70,0,2023-02-15,0.95,6,2,2022,0,0,0
2022-02-28,F001,M008,MCH,stable,13,408,395,0,14,61,0,2023-02-12,0.95,0,2,2022,0,0,0
2022-03-01,F001,M008,MCH,stable,10,395,385,0,19,71,0,2023-01-26,1.0,1,3,2022,0,0,0
2022-03-02,F001,M008,MCH,stable,9,385,376,0,9,78,0,2022-11-01,1.0,2,3,2022,0,0,0
2022-03-03,F001,M008,MCH,stable,9,376,367,0,23,70,0,2022-05-23,1.0,3,3,2022,0,0,0
2022-03-04,F001,M008,MCH,stable,6,367,361,0,14,87,0,2023-01-26,1.0,4,3,2022,0,0,0
2022-03-05,F001,M008,MCH,stable,5,361,356,0,24,84,0,2023-01-24,1.0,5,3,2022,0,0,0
2022-03-06,F001,M008,MCH,stable,3,356,353,0,10,61,0,2023-02-24,1.0,6,3,2022,0,0,0
2022-03-07,F001,M008,MCH,stable,15,353,338,0,18,74,0,2022-08-27,1.0,0,3,2022,0,0,0
2022-03-08,F001,M008,MCH,stable,16,338,322,0,22,63,0,2022-10-24,1.0,1,3,2022,0,0,0
2022-03-09,F001,M008,MCH,stable,6,322,316,0,23,75,0,2023-01-31,1.0,2,3,2022,0,0,0
2022-03-10,F001,M008,MCH,stable,7,316,309,0,15,76,0,2022-04-17,1.0,3,3,2022,0,0,0
2022-03-11,F001,M008,MCH,stable,8,309,301,0,16,66,0,2022-07-30,1.0,4,3,2022,0,0,0
2022-03-12,F001,M008,MCH,stable,5,301,296,0,12,70,0,2022-10-07,1.0,5,3,2022,0,0,0
2022-03-13,F001,M008,MCH,stable,2,296,294,0,24,76,0,2022-07-16,1.0,6,3,2022,0,0,0
2022-03-14,F001,M008,MCH,stable,10,294,284,0,25,65,0,2023-01-03,1.0,0,3,2022,0,0,0
2022-03-15,F001,M008,MCH,stable,10,284,274,0,24,73,1,2023-02-18,1.0,1,3,2022,0,0,0
2022-03-16,F001,M008,MCH,stable,6,274,268,0,14,82,0,2022-07-11,1.0,2,3,2022,0,0,0
2022-03-17,F001,M008,MCH,stable,8,268,260,0,10,83,0,2022-07-29,1.0,3,3,2022,0,0,0
2022-03-18,F001,M008,MCH,stable,7,260,253,0,14,71,0,2022-06-29,1.0,4,3,2022,0,0,0
2022-03-19,F001,M008,MCH,stable,5,253,248,0,22,72,0,2022-12-07,1.0,5,3,2022,0,0,0
2022-03-20,F001,M008,MCH,stable,2,248,246,0,23,77,0,2022-10-04,1.0,6,3,2022,0,0,0
2022-03-21,F001,M008,MCH,stable,11,246,235,0,10,72,0,2022-12-20,1.0,0,3,2022,0,0,0
2022-03-22,F001,M008,MCH,stable,12,235,223,0,17,72,0,2023-02-21,1.0,1,3,2022,0,0,0
2022-03-23,F001,M008,MCH,stable,15,223,208,0,16,75,0,2023-01-31,1.0,2,3,2022,0,0,0
2022-03-24,F001,M008,MCH,stable,8,208,200,0,13,68,0,2022-06-01,1.0,3,3,2022,0,0,0
2022-03-25,F001,M008,MCH,stable,5,200,195,0,17,76,0,2023-03-15,1.0,4,3,2022,0,0,0
2022-03-26,F001,M008,MCH,stable,8,195,187,0,15,83,0,2022-12-28,1.0,5,3,2022,0,0,0
2022-03-27,F001,M008,MCH,stable,4,187,183,0,16,70,0,2022-06-25,1.0,6,3,2022,0,0,0
2022-03-28,F001,M008,MCH,stable,7,183,176,0,24,66,0,2023-03-14,1.0,0,3,2022,0,0,0
2022-03-29,F001,M008,MCH,stable,6,176,170,0,15,61,0,2023-01-30,1.0,1,3,2022,0,0,0
2022-03-30,F001,M008,MCH,stable,10,170,160,0,19,72,0,2023-03-27,1.0,2,3,2022,0,0,0
2022-03-31,F001,M008,MCH,stable,13,160,147,0,16,81,0,2022-08-21,1.0,3,3,2022,0,0,0
2022-04-01,F001,M008,MCH,stable,10,147,137,0,26,77,0,2022-08-29,1.05,4,4,2022,0,0,0
2022-04-02,F001,M008,MCH,stable,9,137,128,0,17,75,0,2022-07-13,1.05,5,4,2022,0,0,0
2022-04-03,F001,M008,MCH,stable,2,128,126,0,14,66,0,2022-12-01,1.05,6,4,2022,0,0,0
2022-04-04,F001,M008,MCH,stable,14,126,112,0,12,77,0,2022-05-19,1.05,0,4,2022,0,0,0
2022-04-05,F001,M008,MCH,stable,15,112,97,0,15,75,0,2022-07-01,1.05,1,4,2022,0,0,0
2022-04-06,F001,M008,MCH,stable,9,97,88,0,28,74,0,2023-03-15,1.05,2,4,2022,0,0,0
2022-04-07,F001,M008,MCH,stable,12,88,76,0,12,77,0,2022-05-10,1.05,3,4,2022,0,0,0
2022-04-08,F001,M008,MCH,stable,13,76,63,0,12,72,0,2022-12-14,1.05,4,4,2022,0,0,0
2022-04-09,F001,M008,MCH,stable,4,63,59,0,23,79,0,2022-09-22,1.05,5,4,2022,0,0,0
2022-04-10,F001,M008,MCH,stable,2,59,507,450,22,81,0,2022-07-14,1.05,6,4,2022,0,0,0
2022-04-11,F001,M008,MCH,stable,13,507,494,0,18,78,0,2022-10-01,1.05,0,4,2022,0,0,0
2022-04-12,F001,M008,MCH,stable,13,494,481,0,28,74,0,2022-07-12,1.05,1,4,2022,0,0,0
2022-04-13,F001,M008,MCH,stable,9,481,472,0,20,62,0,2023-03-03,1.05,2,4,2022,0,0,0
2022-04-14,F001,M008,MCH,surge,13,472,459,0,27,65,0,2022-05-26,1.05,3,4,2022,0,0,0
2022-04-15,F001,M008,MCH,surge,21,459,438,0,28,78,0,2023-03-15,1.05,4,4,2022,0,0,0
2022-04-16,F001,M008,MCH,surge,13,438,425,0,20,67,0,2022-12-14,1.05,5,4,2022,0,0,0
2022-04-17,F001,M008,MCH,surge,5,425,420,0,15,69,0,2022-08-18,1.05,6,4,2022,0,0,0
2022-04-18,F001,M008,MCH,surge,23,420,397,0,30,79,0,2022-07-25,1.05,0,4,2022,0,0,0
2022-04-19,F001,M008,MCH,stable,12,397,385,0,13,62,0,2022-05-26,1.05,1,4,2022,0,0,0
2022-04-20,F001,M008,MCH,stable,10,385,375,0,14,72,0,2023-03-17,1.05,2,4,2022,0,0,0
2022-04-21,F001,M008,MCH,stable,8,375,367,0,16,84,0,2022-07-30,1.05,3,4,2022,0,0,0
2022-04-22,F001,M008,MCH,stable,13,367,354,0,15,82,0,2023-03-26,1.05,4,4,2022,0,0,0
2022-04-23,F001,M008,MCH,stable,4,354,350,0,9,70,0,2022-08-13,1.05,5,4,2022,0,0,0
2022-04-24,F001,M008,MCH,stable,2,350,348,0,10,85,0,2023-02-16,1.05,6,4,2022,0,0,0
2022-04-25,F001,M008,MCH,stable,7,348,341,0,10,73,0,2023-03-20,1.05,0,4,2022,0,0,0
2022-04-26,F001,M008,MCH,stable,11,341,330,0,20,77,0,2022-11-01,1.05,1,4,2022,0,0,0
2022-04-27,F001,M008,MCH,stable,10,330,320,0,16,65,0,2022-11-09,1.05,2,4,2022,0,0,0
2022-04-28,F001,M008,MCH,stable,10,320,310,0,18,74,0,2022-09-30,1.05,3,4,2022,0,0,0
2022-04-29,F001,M008,MCH,stable,5,310,305,0,16,73,0,2022-08-31,1.05,4,4,2022,0,0,0
2022-04-30,F001,M008,MCH,stable,5,305,300,0,24,76,0,2023-01-23,1.05,5,4,2022,0,0,0
2022-05-01,F001,M008,MCH,stable,3,300,297,0,26,74,0,2022-06-23,1.05,6,5,2022,0,0,0
2022-05-02,F001,M008,MCH,stable,12,297,285,0,14,74,0,2022-12-24,1.05,0,5,2022,0,0,0
2022-05-03,F001,M008,MCH,stable,8,285,277,0,13,77,0,2022-10-21,1.05,1,5,2022,0,0,0
2022-05-04,F001,M008,MCH,stable,11,277,266,0,17,74,0,2023-04-30,1.05,2,5,2022,0,0,0
2022-05-05,F001,M008,MCH,stable,9,266,257,0,16,82,0,2022-08-11,1.05,3,5,2022,0,0,0
2022-05-06,F001,M008,MCH,stable,13,257,244,0,16,81,0,2022-12-02,1.05,4,5,2022,0,0,0
2022-05-07,F001,M008,MCH,stable,5,244,239,0,14,73,1,2022-11-23,1.05,5,5,2022,0,0,0
2022-05-08,F001,M008,MCH,stable,3,239,236,0,16,74,0,2023-01-07,1.05,6,5,2022,0,0,0
2022-05-09,F001,M008,MCH,stable,9,236,227,0,17,70,0,2022-09-11,1.05,0,5,2022,0,0,0
2022-05-10,F001,M008,MCH,stable,11,227,216,0,22,70,0,2022-12-05,1.05,1,5,2022,0,0,0
2022-05-11,F001,M008,MCH,stable,13,216,203,0,22,77,1,2022-10-18,1.05,2,5,2022,0,0,0
2022-05-12,F001,M008,MCH,stable,17,203,186,0,22,82,0,2023-03-25,1.05,3,5,2022,0,0,0
2022-05-13,F001,M008,MCH,stable,9,186,177,0,19,81,0,2022-08-09,1.05,4,5,2022,0,0,0
2022-05-14,F001,M008,MCH,stable,8,177,169,0,16,82,0,2023-02-22,1.05,5,5,2022,0,0,0
2022-05-15,F001,M008,MCH,stable,5,169,164,0,11,81,0,2022-08-14,1.05,6,5,2022,0,0,0
2022-05-16,F001,M008,MCH,stable,10,164,154,0,11,83,0,2022-09-06,1.05,0,5,2022,0,0,0
2022-05-17,F001,M008,MCH,stable,19,154,135,0,23,72,0,2022-06-26,1.05,1,5,2022,0,0,0
2022-05-18,F001,M008,MCH,stable,7,135,128,0,23,67,0,2023-02-25,1.05,2,5,2022,0,0,0
2022-05-19,F001,M008,MCH,stable,6,128,122,0,17,79,0,2022-11-22,1.05,3,5,2022,0,0,0
2022-05-20,F001,M008,MCH,stable,14,122,108,0,12,76,0,2023-02-09,1.05,4,5,2022,0,0,0
2022-05-21,F001,M008,MCH,stable,7,108,573,472,17,70,0,2022-07-23,1.05,5,5,2022,0,0,0
2022-05-22,F001,M008,MCH,stable,4,573,569,0,24,69,0,2023-02-22,1.05,6,5,2022,0,0,0
2022-05-23,F001,M008,MCH,stable,6,569,563,0,16,76,0,2022-11-09,1.05,0,5,2022,0,0,0
2022-05-24,F001,M008,MCH,stable,8,563,555,0,25,73,0,2022-07-10,1.05,1,5,2022,0,0,0
2022-05-25,F001,M008,MCH,stable,13,555,542,0,12,83,0,2023-04-15,1.05,2,5,2022,0,0,0
2022-05-26,F001,M008,MCH,stable,11,542,531,0,12,73,0,2022-09-08,1.05,3,5,2022,0,0,0
2022-05-27,F001,M008,MCH,stable,10,531,521,0,20,66,0,2022-11-25,1.05,4,5,2022,0,0,0
2022-05-28,F001,M008,MCH,stable,8,521,513,0,21,67,0,2023-05-23,1.05,5,5,2022,0,0,0
